CONTROL_NUMBER,CARD_PROM_12,CHILDREN,DONOR_AGE,DONOR_GENDER,FILE_CARD_GIFT,FREQUENCY_STATUS_97NK,HOME_OWNER,INCOME_GROUP,LAST_GIFT_AMT,LIFETIME_CARD_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LIFETIME_PROM,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,MONTHS_SINCE_FIRST_GIFT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_LAST_PROM_RESP,NUMBER_PROM_12,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PCT_OWNER_OCCUPIED,PEP_STAR,PER_CAPITA_INCOME,RECENCY_STATUS_96NK,RECENT_AVG_CARD_GIFT_AMT,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_COUNT,RECENT_CARD_RESPONSE_PROP,RECENT_RESPONSE_COUNT,RECENT_RESPONSE_PROP,RECENT_STAR_STATUS,SES,URBANICITY,WEALTH_RATING
170363,4.0,1.0,67.0,M,6.0,4.0,H,4.0,10.0,20.0,189.0,15.0,20.0,3.0,53.0,1269.0,282.0,93.0,17.0,19.0,9.0,0.0,0.0,0.0,0.0,63.0,0.0,19069.0,A,16.0,18.4,2.0,0.222,5.0,0.294,0.0,?,?,3.0
83390,6.0,6.264708537172312,,U,1.0,2.0,U,,10.0,17.0,70.0,5.0,15.0,10.0,42.0,898.0,517.0,49.0,20.0,20.0,12.0,0.0,37.0,77.0,6.0,98.0,0.0,16763.0,A,10.0,13.33,1.0,0.111,3.0,0.15,0.0,1,S,9.0
18137,6.0,4.0,,U,6.0,1.0,U,,20.0,27.0,235.0,10.0,40.0,10.0,69.0,442.0,198.0,91.0,23.0,23.0,13.0,1.0,36.0,21.0,30.0,69.0,0.0,10862.0,A,20.0,25.0,1.0,0.091,2.0,0.091,0.0,3,T,3.0
21497,5.0,0.0,86.0,F,,2.0,U,4.0,25.0,31.0,215.0,15.0,25.0,10.0,74.0,475.0,,127.0,15.0,15.0,12.0,0.0,25.0,22.0,33.0,70.0,1.0,10221.0,S,0.0,19.5,0.0,0.0,4.0,0.182,1.0,3,T,5.0
57205,4.0,4.0,79.0,F,3.0,1.0,U,2.0,15.0,14.0,36.0,4.0,15.0,5.0,40.0,594.0,238.0,67.0,18.0,18.0,10.0,0.0,28.0,31.0,36.0,66.0,0.0,11810.0,A,0.0,15.0,0.0,0.0,1.0,0.071,0.0,2,T,
118762,5.0,1.0,50.0,M,1.0,1.0,H,5.0,20.0,6.0,20.0,1.0,20.0,20.0,14.0,1325.0,754.0,17.0,17.0,17.0,11.0,0.0,50.0,37.0,18.0,97.0,0.0,28988.0,F,20.0,20.0,1.0,0.5,,0.2,0.0,1,C,
70774,6.0,4.0,41.0,F,6.0,4.0,H,4.0,4.0,15.0,37.0,10.0,5.0,3.0,34.0,394.0,229.0,41.0,15.0,15.0,12.0,0.0,33.0,30.0,31.0,74.0,1.0,9859.0,A,3.4,3.88,5.0,0.5,8.0,0.4,0.0,2,R,
98016,6.0,2.0,,M,8.0,2.0,,1.0,11.0,27.0,80.0,12.0,11.0,5.0,62.0,208.0,72.0,113.0,23.0,23.0,13.0,0.0,34.0,5.0,40.0,5.0,1.0,7751.0,S,,8.5,,0.182,4.0,0.182,1.0,2,C,2.0
22264,4.0,3.0,67.0,M,1.0,1.0,H,5.0,25.0,10.0,45.0,2.0,25.0,20.0,26.0,1250.0,319.0,32.0,26.0,26.0,10.0,0.0,39.0,13.0,74.0,41.0,0.0,25660.0,A,20.0,22.5,1.0,0.143,2.0,0.125,0.0,1,C,
100912,6.0,3.0,48.0,F,5.0,2.0,H,5.0,14.0,21.0,144.0,15.0,14.0,5.0,57.0,799.0,453.0,69.0,17.0,17.0,13.0,1.0,25.0,41.0,15.0,88.0,1.0,17465.0,S,12.0,13.0,1.0,0.111,2.0,0.1,1.0,2,C,9.0
110368,6.0,0.0,45.0,M,2.0,3.0,H,5.0,10.0,10.0,32.0,4.0,11.0,5.0,25.0,356.0,166.0,28.0,18.0,23.0,13.0,0.0,23.0,29.0,49.0,73.0,0.0,8269.0,A,8.0,8.0,2.0,,2.0,0.532177770043206,0.0,2,T,
144113,6.0,1.0,,F,10.0,1.0,U,,14.0,29.0,159.0,20.0,14.0,3.0,71.0,5000.0,405.0,97.0,19.0,19.0,13.0,0.0,0.0,0.0,0.0,28.0,1.0,33566.0,A,13.0,12.75,1.0,0.091,4.0,0.182,3.0,4,U,
165228,6.0,0.0,,M,,4.0,H,7.0,12.0,13.0,64.0,6.0,12.0,10.0,39.0,3392.0,582.0,41.0,16.0,16.0,14.0,0.0,41.0,49.0,50.0,96.0,1.0,24107.0,A,10.67,10.8,3.0,0.375,5.0,0.278,0.0,1,T,
51334,4.0,4.0,52.0,M,18.0,4.0,U,3.0,10.0,28.0,437.0,39.0,16.0,4.0,72.0,697.0,283.0,129.0,17.0,19.0,9.0,0.0,30.0,,16.0,63.0,1.0,16602.0,S,12.67,13.8,3.0,0.333,5.0,0.294,1.0,2,T,
71116,4.0,4.0,40.0,F,3.0,1.0,H,3.0,20.0,15.0,61.0,6.0,20.0,5.0,47.0,1302.0,466.0,75.0,18.0,18.0,11.0,0.0,21.0,24.0,36.0,90.0,0.0,-12761.372943099042,A,11.0,15.5,1.0,0.2,2.0,0.143,0.0,1,S,6.0
11198,6.0,4.0,73.0,F,6.0,1.0,H,1.0,25.0,25.0,212.0,14.0,25.0,10.0,98.0,1342.0,329.0,89.0,4.0,19.0,30.0,0.0,33.0,16.0,53.0,134.8260947905859,1.0,17277.0,A,,18.67,2.0,0.182,3.0,0.158,4.0,1,S,6.0
36515,6.0,,37.0,M,1.0,1.0,H,4.0,30.0,11.0,55.0,2.0,30.0,25.0,25.0,880.0,325.0,29.0,25.0,25.0,12.0,0.0,,0.0,0.0,59.0,0.0,14405.0,A,25.0,27.5,1.0,0.143,2.0,0.133,0.0,2,S,
39277,6.0,2.0,69.0,F,4.0,3.0,H,5.0,15.0,14.0,65.0,6.0,15.0,6.0,34.0,1363.0,491.0,42.0,20.0,20.0,12.0,0.0,27.0,37.0,35.0,73.0,0.0,23656.0,A,10.67,11.8,3.0,0.333,5.0,0.263,0.0,1,T,
67338,4.0,4.0,78.0,,1.0,2.0,H,1.0,20.0,10.0,35.0,3.0,20.0,5.0,27.0,951.0,485.0,40.0,16.0,16.0,9.0,0.0,25.0,25.0,0.0,70.0,0.0,16471.0,A,0.0,15.0,0.0,0.0,2.0,0.532177770043206,0.0,2,S,
48301,,4.0,,M,2.0,4.0,H,2.0,8.0,10.0,47.0,6.0,15.0,5.0,28.0,561.0,274.0,32.0,18.0,,13.0,0.0,25.0,58.0,16.0,88.0,0.0,12224.0,A,11.0,8.2,2.0,0.333,5.0,0.333,0.0,2,R,
7120,6.0,0.0,27.0,F,12.0,2.0,U,,10.0,33.0,163.0,27.0,12.0,2.0,84.0,1223.0,615.0,130.0,18.0,18.0,14.0,0.0,32.0,26.0,32.0,,1.0,22474.0,S,12.0,11.0,1.0,0.1,2.0,0.1,1.0,1,C,6.0
102871,6.0,0.0,81.0,F,6.0,1.0,U,5.0,20.0,31.0,149.0,,32.0,2.0,70.0,425.0,272.0,123.0,18.0,18.0,14.0,0.0,32.0,29.0,28.0,80.0,0.0,10813.0,A,43.6054225782571,20.0,,0.0,1.0,0.056,0.0,2,R,3.0
164749,5.0,4.0,44.0,M,1.0,1.0,U,1.0,20.0,6.0,20.0,1.0,20.0,20.0,14.0,437.0,230.0,17.0,17.0,17.0,11.0,0.0,37.0,23.0,44.0,75.0,0.0,11861.0,F,20.0,,1.0,0.5,1.0,0.2,0.0,2,T,
149152,4.0,1.0,53.0,M,0.0,1.0,H,6.0,20.0,5.0,20.0,1.0,20.0,20.0,11.0,4507.0,842.0,19.0,19.0,19.0,9.0,0.0,19.0,32.0,40.0,93.0,0.0,54642.0,F,0.0,20.0,0.0,0.0,1.0,0.25,0.0,1,S,
101774,6.0,0.0,35.0,F,7.0,4.0,,2.0,9.0,19.0,148.0,18.0,13.0,5.0,46.0,464.0,164.0,52.0,18.0,18.0,13.0,0.0,24.0,52.0,15.0,63.0,1.0,9685.0,S,10.25,9.44,4.0,0.364,9.0,0.45,1.0,3,C,3.0
79999,6.0,4.0,49.0,M,2.0,3.0,H,5.0,7.0,9.0,29.0,4.0,10.0,5.0,25.0,1070.0,532.0,30.0,17.0,17.0,13.0,0.0,26.0,49.0,10.0,91.0,1.0,,A,8.5,7.25,2.0,0.4,4.0,0.308,0.0,1,T,
33206,6.0,0.0,59.0,F,1.0,2.0,H,4.0,10.0,12.0,45.0,4.0,20.0,5.0,32.0,338.0,210.0,53.0,18.0,23.0,12.0,0.0,29.0,26.0,29.0,73.0,0.0,9937.0,A,0.0,15.0,0.0,-0.36980473637973116,2.0,0.154,0.0,3,C,
93432,6.0,0.0,,F,5.0,3.0,U,,10.0,22.0,66.0,11.0,10.0,2.0,58.0,613.0,212.0,92.0,18.0,18.0,13.0,0.0,23.0,0.0,99.0,47.0,1.0,11792.0,S,0.0,9.33,0.0,0.0,3.0,0.167,1.0,3,U,
174238,4.0,1.0,54.0,M,2.0,1.0,H,,15.0,13.0,35.0,3.0,15.0,10.0,34.0,3696.0,665.0,52.0,16.0,16.0,10.0,1.0,27.0,45.0,21.0,81.0,0.0,23624.0,A,0.0,15.0,0.0,0.0,1.0,0.077,0.0,1,S,9.0
106343,4.0,0.0,63.0,F,7.0,4.0,U,1.0,5.0,19.0,52.0,12.0,7.0,2.0,47.0,150.0,173.0,86.0,15.0,15.0,10.0,0.0,22.0,22.0,60.0,76.0,1.0,9577.0,S,6.67,5.33,3.0,0.429,6.0,0.353,1.0,3,R,
61772,5.0,0.0,,U,,1.0,U,,10.0,29.0,66.0,18.0,10.0,2.0,65.0,,205.0,122.0,15.0,15.0,12.0,0.0,24.0,36.0,17.0,50.0,1.0,9484.0,A,5.0,7.5,1.0,0.125,2.0,0.111,0.0,3,T,
78219,6.0,1.0,35.0,F,11.0,3.0,H,4.0,12.0,27.0,125.0,17.0,12.0,2.0,62.0,756.0,370.0,123.0,22.0,22.0,13.0,1.0,27.0,29.0,32.0,82.0,1.0,14255.0,S,10.0,10.0,6.0,0.545,7.0,0.368,,2,R,6.0
81222,4.0,3.0,,U,2.0,1.0,U,,20.0,10.0,30.0,2.0,20.0,10.0,23.0,493.0,214.0,35.0,23.0,23.0,10.0,2.0,29.0,15.0,47.0,64.0,0.0,12224.0,A,15.0,15.0,2.0,0.286,2.0,0.133,0.0,2,T,
147165,4.0,2.0,,F,13.0,1.0,U,,25.0,29.0,444.0,36.033704417258235,30.0,10.0,73.0,2182.0,438.0,129.0,18.0,18.0,8.0,0.0,33.0,18.0,29.0,78.0,1.0,19105.0,A,0.0,25.0,0.0,0.0,1.0,0.071,0.0,1,U,6.0
25626,6.0,0.0,68.0,F,3.0,3.0,U,,25.0,10.0,75.0,3.0,25.0,25.0,23.0,588.0,192.0,25.0,17.0,17.0,14.0,0.0,21.0,53.0,5.0,31.0,0.0,6820.0,N,25.0,25.0,3.0,0.5,3.0,0.273,,3,C,
2567,10.0,3.0,56.0,F,3.0,1.0,U,7.0,18.0,11.0,71.0,4.0,23.0,10.0,29.0,-2186.9746582835646,278.0,20.0,11.0,12.0,24.0,0.0,36.0,30.0,39.0,1.0,1.0,32761.0,F,21.5,17.67,,1.0,3.0,0.6,0.0,1,S,
32376,6.0,4.0,79.0,M,3.0,2.0,U,1.0,15.0,18.0,61.0,6.0,15.0,5.0,47.0,1603.0,387.0,56.0,16.0,16.0,16.0,1.0,55.0,10.0,63.0,80.0,0.0,27764.0,A,15.0,13.33,1.0,0.111,3.0,0.15,0.0,1,C,7.0
153193,5.0,2.0,65.0,F,8.0,2.0,H,4.0,10.0,28.0,75.0,13.0,10.0,5.0,66.0,2914.0,384.0,120.0,15.0,15.0,12.0,6.0,33.0,43.0,31.0,57.0,1.0,-12761.372943099042,A,5.0,7.5,,0.125,4.0,0.211,0.0,1,U,
159579,6.0,1.0,51.0,M,3.0,1.0,H,6.0,19.0,22.0,,5.0,19.0,5.0,52.0,1075.0,517.0,88.0,18.0,18.0,13.0,31.0,19.0,0.0,30.0,78.0,0.0,12888.0,A,0.0,19.0,0.0,0.0,1.0,0.056,,1,T,1.0
105827,12.0,0.0,47.0,F,8.0,1.0,H,5.0,25.0,28.0,245.0,19.0,25.0,5.0,77.0,351.0,213.0,69.0,6.0,11.0,29.0,,38.0,41.0,30.0,61.0,1.0,9679.0,A,20.0,16.17,3.0,0.333,6.0,0.316,0.0,3,C,2.0
121073,5.0,4.0,,U,3.0,1.0,H,6.0,16.0,23.0,99.0,7.0,17.0,10.0,57.0,819.0,235.0,89.0,15.0,15.0,12.0,0.0,11.0,12.0,24.0,20.0,0.0,14035.0,L,15.0,16.0,1.0,0.1,3.0,0.15,0.0,2,U,2.0
94915,2.0,,54.0,F,3.0,1.0,H,1.0,15.0,17.0,73.0,6.0,15.0,31.583699165732604,47.0,1463.0,117.0,92.0,15.0,15.0,10.0,0.0,23.0,6.0,,32.0,0.0,13344.0,E,15.0,15.0,1.0,0.167,1.0,0.067,0.0,1,U,
143782,5.0,1.0,49.0,M,1.0,1.0,H,5.0,28.0,7.0,28.0,1.0,28.0,28.0,16.0,5854.0,927.0,21.0,21.0,21.0,10.0,0.0,25.0,0.0,59.0,97.0,0.0,45167.0,F,28.0,28.0,,,1.0,0.167,0.0,1,S,
155248,6.0,0.0,,U,4.0,2.0,U,1.0,15.0,22.0,77.0,8.0,15.0,5.0,58.0,1805.0,479.0,85.0,18.0,18.0,14.0,0.0,42.0,21.0,49.0,83.0,1.0,24079.0,A,5.0,,1.0,0.111,2.0,0.105,0.0,2,C,4.0
184939,6.0,0.0,,U,1.0,2.0,H,5.0,10.0,13.0,46.0,4.0,20.0,6.0,29.0,719.0,328.0,32.0,25.0,25.0,11.0,28.0,35.0,46.0,14.0,54.0,0.0,12883.0,A,10.0,13.33,1.0,0.111,3.0,0.167,0.0,2,R,
19323,6.0,-2.341107033613227,73.0,M,2.0,1.0,H,2.0,42.0,19.0,127.0,4.0,60.0,12.0,48.0,740.0,279.0,65.0,24.0,24.0,11.0,0.0,37.0,-17.206738511370716,52.0,83.0,0.0,12653.0,A,42.0,42.0,1.0,0.111,1.0,0.05,0.0,1,R,7.0
50890,4.0,1.0,30.0,F,1.0,1.0,U,2.0,20.0,5.0,20.0,1.0,20.0,20.0,13.0,740.0,349.0,17.0,17.0,17.0,10.0,2.0,20.0,53.0,7.0,55.0,0.0,17643.0,F,20.0,20.0,1.0,0.5,1.0,0.2,0.0,2,C,
57964,4.0,0.0,71.0,M,-10.100340701217684,4.0,U,1.0,12.0,20.0,147.0,16.0,13.0,5.0,55.0,428.0,166.0,130.0,16.0,16.0,9.0,0.0,30.0,11.0,67.0,46.0,1.0,13608.0,S,10.67,10.5,3.0,0.6,4.0,0.364,1.0,3,C,
73649,6.0,0.0,86.0,U,5.0,4.0,U,,,18.0,80.0,9.0,10.0,5.0,45.0,343.0,,52.0,16.0,,-2.2221122396040407,0.0,20.0,43.0,7.0,50.0,0.0,8604.0,A,8.33,9.0,3.0,0.3,5.0,-0.18176697640128311,0.0,4,U,
173497,5.0,4.0,69.0,F,1.0,1.0,H,7.0,20.0,6.0,20.0,1.0,20.0,20.0,14.0,3676.0,683.0,16.0,16.0,16.0,12.0,6.0,31.0,40.0,33.0,78.0,0.0,23977.0,F,20.0,,1.0,0.5,1.0,0.2,0.0,1,S,
164330,6.0,0.0,,M,11.0,2.0,U,,16.0,22.0,218.0,17.0,20.0,6.0,51.0,563.0,285.0,68.0,17.0,17.0,13.0,3.0,,40.0,24.0,73.0,1.0,12005.0,,15.25,15.67,4.0,0.4,6.0,0.375,1.0,2,S,4.0
6510,4.0,3.0,83.0,F,7.0,1.0,H,6.0,17.0,28.0,175.0,17.0,17.0,-19.459032265221893,84.0,5297.0,701.0,122.0,25.0,25.0,15.0,0.0,30.0,21.0,19.0,93.0,1.0,36753.0,A,0.0,17.0,0.0,0.0,1.0,0.05,15.0,1,,9.0
112221,6.0,3.0,49.0,F,1.0,3.0,U,3.0,15.0,11.0,50.0,4.0,15.0,10.0,,,189.0,32.0,18.0,18.0,13.0,0.0,25.0,31.0,23.0,51.0,0.0,11051.0,A,13.0,12.5,1.0,0.143,4.0,0.25,0.0,3,T,
157660,6.0,2.0,65.0,F,2.0,1.0,H,2.0,20.0,17.0,66.0,4.0,20.0,10.0,41.0,5811.0,1040.0,76.0,25.0,25.0,11.0,2.0,43.0,16.0,54.0,86.0,0.0,61440.0,A,20.0,20.0,1.0,0.111,2.0,0.1,0.0,1,C,9.0
44159,6.0,4.0,108.93426092026507,F,4.0,2.0,U,,19.0,23.0,114.0,9.0,20.0,5.0,55.0,1382.0,474.0,74.0,18.0,18.0,13.0,0.0,39.0,46.0,51.0,71.0,0.0,29415.0,A,17.0,18.0,2.0,0.2,3.0,0.15,0.0,1,C,9.0
46973,4.0,0.0,51.0,M,1.0,1.0,U,,15.0,10.0,30.0,2.0,15.0,15.0,24.0,873.0,380.0,32.0,23.0,23.0,10.0,0.0,30.0,57.0,16.0,94.0,0.0,14874.0,A,15.0,15.0,1.0,0.143,2.0,0.125,0.0,2,T,
117516,6.0,2.0,76.0,M,4.0,1.0,U,,50.0,19.0,120.0,6.0,50.0,5.0,46.0,1741.0,796.0,57.0,17.0,17.0,13.0,0.0,54.0,27.0,19.0,,0.0,34667.0,A,34.0,34.0,2.0,0.2,2.0,0.095,0.0,1,S,9.0
144691,3.0,2.0,50.0,M,2.0,1.0,H,7.0,52.54127948699768,17.0,100.0,,35.0,10.0,47.0,5806.0,778.0,76.0,20.0,20.0,10.0,0.0,31.0,17.0,47.0,79.0,0.0,50987.0,A,0.0,20.0,0.0,0.0,1.0,0.083,0.0,1,T,9.0
57665,6.0,4.0,55.0,M,3.0,4.0,U,1.0,11.0,10.0,66.0,7.0,15.0,5.0,25.0,,307.0,29.0,17.0,17.0,13.0,0.0,9.0,0.0,85.0,19.0,1.0,19342.0,A,10.33,10.2,3.0,0.5,5.0,0.417,0.0,,U,
160153,6.0,3.0,74.0,M,9.0,3.0,H,4.0,,29.0,150.0,17.0,12.0,5.0,69.0,2939.0,252.0,110.0,5.638496180153858,19.0,13.0,0.0,41.0,3.0,76.0,92.0,1.0,17342.0,,10.5,10.67,4.0,0.364,6.0,0.3,1.0,1,C,6.0
106743,2.0,2.0,,F,2.0,1.0,H,4.0,15.0,8.0,25.0,3.0,15.0,5.0,26.0,541.0,273.0,45.0,19.0,,5.0,0.0,36.0,24.0,51.0,86.0,0.0,16625.0,A,5.0,10.0,1.0,0.2,2.0,0.133,0.0,,U,
190824,6.0,4.0,65.0,M,2.0,3.0,U,,10.0,8.0,25.0,3.0,10.0,5.0,17.0,320.0,132.0,21.0,17.0,17.0,12.0,0.0,26.0,27.0,36.0,75.0,0.0,6810.0,N,10.0,10.0,2.0,0.5,2.0,0.286,0.0,3,R,
11807,6.0,1.0,87.0,F,2.0,1.0,H,3.0,100.0,11.0,200.0,2.0,100.0,100.0,50.0,865.0,274.0,29.0,21.0,21.0,29.0,0.0,58.0,8.0,70.0,70.0,0.0,17236.0,A,100.0,100.0,2.0,0.286,2.0,0.143,0.0,2,C,
69022,6.0,2.0,40.0,,5.0,1.0,H,3.0,14.0,29.0,133.0,12.0,16.0,5.0,,439.0,289.0,111.0,15.0,30.0,14.0,0.0,32.0,41.0,33.0,52.0,1.0,11150.0,L,16.0,14.0,1.0,0.091,2.0,0.091,8.0,3,C,5.0
120079,5.0,2.0,,M,4.0,2.0,U,3.0,15.0,23.0,115.0,9.0,,10.0,63.0,712.0,291.0,119.0,18.0,18.0,12.0,0.0,25.0,25.0,40.0,75.0,1.0,13526.0,,15.0,15.0,1.0,0.143,2.0,,0.0,2,R,
140828,6.0,0.0,55.0,M,2.0,3.0,H,5.0,10.0,9.0,20.0,3.0,10.0,5.0,22.0,899.0,479.0,24.0,16.0,16.0,13.0,5.0,33.0,46.0,12.0,87.0,0.0,15544.0,N,7.5,6.67,2.0,0.4,3.0,0.273,0.0,2,C,
22006,6.0,2.0,48.0,M,3.0,1.0,H,5.0,20.0,18.0,70.0,5.0,20.0,5.0,52.0,450.0,223.0,63.0,19.0,19.0,14.0,0.0,28.0,31.0,34.0,75.0,0.0,10879.0,A,20.0,20.0,1.0,0.111,2.0,0.105,0.0,2,R,2.0
106970,6.0,4.0,33.0,F,2.0,2.0,H,4.0,37.0,11.0,112.0,3.0,50.0,25.0,25.0,562.0,341.0,29.0,15.0,15.0,13.0,11.0,17.0,66.0,0.0,90.0,0.0,11176.0,A,37.5,37.33,2.0,0.286,3.0,0.214,0.0,2,S,
106199,4.0,0.0,75.0,F,0.0,1.0,H,1.0,15.0,5.0,15.0,1.0,15.0,15.0,13.0,299.0,290.0,16.0,16.0,16.0,11.0,0.0,33.0,33.0,36.0,83.0,0.0,12273.0,F,0.0,15.0,0.0,0.0,1.0,0.2,0.0,2,R,
52171,6.0,2.0,,M,10.0,4.0,U,2.0,5.0,26.0,85.0,20.0,7.0,2.0,66.0,416.0,185.0,124.0,17.0,17.0,13.0,0.0,28.0,34.0,29.0,71.0,1.0,8507.0,,5.0,5.5,2.0,0.4,4.0,0.532177770043206,1.0,2,T,
146584,5.0,3.0,47.0,M,7.0,1.0,H,5.0,25.0,30.0,174.0,16.0,25.0,3.0,71.0,,380.0,128.0,26.0,26.0,12.0,0.0,7.0,41.0,29.0,82.0,1.0,9735.0,A,0.0,22.5,0.0,0.0,2.0,0.105,5.0,3,U,5.0
139582,5.0,3.0,41.0,M,1.0,1.0,H,5.0,20.0,6.0,20.0,1.0,20.0,20.0,14.0,738.0,257.0,17.0,17.0,17.0,11.0,3.0,52.0,23.0,42.0,25.0,0.0,15627.0,F,20.0,20.0,1.0,0.5,1.0,0.2,0.0,2,U,
133555,6.0,3.0,50.0,F,1.0,2.0,H,5.0,20.0,8.0,30.0,2.0,20.0,10.0,17.0,575.0,231.0,23.0,16.0,16.0,12.0,1.0,31.0,43.0,29.0,58.0,0.0,9659.0,,10.0,15.0,1.0,0.25,2.0,0.25,0.0,2,T,
79424,5.0,1.0,77.0,F,2.0,1.0,U,,16.0,18.0,66.0,6.0,,5.0,49.0,761.0,448.0,69.0,16.0,16.0,12.0,0.0,26.0,45.0,11.0,88.0,0.0,14358.0,A,16.0,16.0,1.0,0.125,2.0,0.105,0.0,1,T,8.0
179609,2.0,3.0,79.0,M,12.0,2.0,U,,6.0,16.0,135.0,20.0,10.0,5.0,48.0,1788.0,435.0,123.0,15.0,15.0,6.0,0.0,34.0,32.0,28.0,82.0,1.0,20095.0,A,6.0,8.0,1.0,0.333,2.0,0.25,0.0,1,T,8.0
29409,3.0,1.0,57.0,F,1.0,1.0,U,,20.0,5.0,20.0,1.0,20.0,20.0,14.0,512.0,,,21.0,21.0,8.0,0.0,0.0,0.0,0.0,49.0,0.0,9205.0,N,20.0,20.0,1.0,0.333,1.0,0.143,0.0,3,T,
186813,7.0,3.0,72.0,M,10.0,1.0,U,3.0,,26.0,448.0,16.0,53.0,3.0,72.0,877.0,408.0,77.0,7.0,22.0,19.0,0.0,36.0,43.0,-22.628295177637554,72.0,1.0,12037.0,A,41.0,41.0,3.0,0.273,5.0,0.227,3.0,2,S,8.0
177054,6.0,3.0,49.0,F,2.0,3.0,H,4.0,20.0,11.0,52.0,4.0,20.0,10.0,27.0,797.0,324.0,31.0,16.0,16.0,14.0,0.0,50.0,37.0,15.0,83.0,0.0,12966.0,A,15.0,13.0,-3.703177514546539,0.286,4.0,0.267,0.0,2,R,
75462,4.0,0.0,79.0,M,1.0,1.0,U,5.0,15.0,13.0,30.0,3.0,15.0,5.0,33.0,341.0,221.0,53.0,26.0,26.0,9.0,0.0,33.0,22.0,35.0,66.0,0.0,11024.0,A,0.0,15.0,0.0,0.0,1.0,0.067,0.0,2,R,2.0
169108,4.0,0.0,56.0,M,1.0,1.0,H,5.0,15.0,5.0,15.0,1.0,15.0,15.0,12.0,875.0,442.0,18.0,18.0,18.0,,0.0,35.0,29.0,36.0,75.0,0.0,14084.0,F,15.0,15.0,1.0,0.5,1.0,0.2,0.0,2,T,
125984,6.0,2.0,,M,3.0,4.0,U,,17.0,11.0,79.0,5.0,20.0,10.0,27.0,251.0,138.0,29.0,17.0,17.0,14.0,0.0,64.86817019980238,,43.0,79.0,1.0,5772.0,A,15.67,15.8,3.0,0.429,5.0,0.357,0.0,3,R,
45868,6.0,4.0,83.0,F,2.0,3.0,H,6.0,15.0,17.0,81.0,7.0,15.0,10.0,40.0,518.0,184.0,44.0,18.0,18.0,13.0,1.0,39.0,18.0,65.0,80.0,1.0,11126.0,A,12.0,12.2,2.0,0.182,5.0,0.227,0.0,3,C,1.0
55580,6.0,4.0,77.0,F,7.0,4.0,H,6.0,10.0,26.0,158.0,19.0,15.0,5.0,68.0,372.0,137.0,77.0,17.0,17.0,13.0,0.0,35.0,29.0,42.0,71.0,2.0036085611535746,7868.0,S,10.0,11.67,2.0,0.182,3.0,0.15,1.0,3,T,1.0
17435,5.0,3.0,38.0,M,1.0,1.0,H,6.0,25.0,6.0,25.0,1.0,25.0,25.0,13.0,927.0,-190.64225672733522,16.0,16.0,16.0,12.0,0.0,7.0,32.0,37.0,22.0,0.0,13838.0,F,25.0,25.0,1.0,0.5,1.0,0.25,0.0,2,C,
67435,5.0,2.0,83.0,F,2.0,3.0,U,1.0,10.0,16.0,46.0,8.0,10.0,1.0,40.0,694.0,416.0,64.0,15.0,15.0,12.0,0.0,27.0,44.0,14.0,9.601608066195368,0.0,14995.0,A,,7.5,,0.0,,0.211,0.0,2,S,7.0
167873,6.0,3.0,86.0,U,12.0,4.0,U,2.0,9.0,24.0,197.0,23.0,11.0,5.0,116.32027870655617,1438.0,366.0,76.0,20.0,20.0,13.0,-15.201233679010635,29.0,27.0,36.0,46.0,1.0,21758.0,S,9.67,9.44,6.0,0.545,9.0,0.429,1.0,1,,7.0
170098,2.0,0.0,69.0,F,3.0,1.0,U,,,8.0,47.0,7.0,15.0,3.0,27.0,877.0,183.0,122.0,24.0,24.0,5.0,2.0,43.0,17.0,52.0,73.0,0.0,11139.0,A,,15.0,1.0,0.333,1.0,0.1,0.0,2,R,
171209,3.0,2.0,45.0,F,0.0,1.0,H,5.0,30.0,4.0,30.0,1.0,30.0,30.0,10.0,993.0,369.0,15.0,15.0,15.0,8.0,2.0,23.0,48.0,16.0,63.0,0.0,15608.0,E,0.0,30.0,0.0,0.0,1.0,0.5,0.0,2,S,
148030,5.0,4.0,,F,5.0,1.0,U,,20.0,30.0,73.0,12.0,20.0,1.0,66.0,1875.0,226.0,121.0,18.0,18.0,12.0,0.0,32.0,27.0,61.0,15.0,0.0,23383.0,A,0.0,13.5,0.0,0.0,2.0,0.1,0.0,2,U,8.0
61693,6.0,1.0,52.0,F,2.0,2.0,U,1.0,15.0,13.0,36.0,4.0,15.0,3.0,28.0,413.0,187.0,41.0,21.0,21.0,,1.0,34.0,40.0,19.0,85.0,0.0,7933.0,A,15.0,11.0,1.0,0.125,3.0,0.188,0.0,3,C,
62795,6.0,0.0,,,2.0,2.0,U,2.0,20.0,11.0,80.0,4.0,20.0,20.0,24.0,505.0,273.0,28.0,15.0,15.0,12.0,1.0,47.0,27.0,43.0,89.0,1.0,10974.0,A,20.0,20.0,2.0,0.286,3.0,0.214,0.0,2,R,
